listing_id,price,log_price,vehicle_brand,vehicle_model,vehicle_model_year,vehicle_age,vehicle_mileage_km,is_mileage_missing,vehicle_engine_cc,is_engine_cc_missing,vehicle_fuel_type,vehicle_transmission,vehicle_color,vehicle_condition,is_plate_number,brand_category,province,location_tier,seller_type,initial_price,price_drop_amount,has_price_drop,price_increase_amount,has_price_increase,days_on_market,view_velocity,has_full_option,is_urgent_sale,scraped_at
13844375,25800.0,10.158168529848494,GAC,M6,2025,1,100000.0,1,2000.0,1,Petrol,Automatic,White,new,0,Chinese_EV,Phnom Penh,Tier_1,store,25800.0,0.0,0,0.0,0,17.4,0.0,0,0,2026-08-21 02:53:27.387687+00
13735961,20600.0,9.933094897288786,GAC,M6,2026,0,100000.0,1,2000.0,1,Electric,Automatic,Black,used,1,Chinese_EV,Phnom Penh,Tier_1,store,20600.0,0.0,0,0.0,0,42.8,0.0,1,0,2026-08-18 10:18:56.719478+00
13910682,13900.0,9.539716058977092,MG,MG ZS,2020,6,100000.0,1,2000.0,1,Petrol,Automatic,Unknown,used,1,Chinese_EV,Phnom Penh,Tier_1,store,13900.0,0.0,0,0.0,0,0.0,0.0,0,0,2026-08-21 02:53:11.222936+00
13881781,24500.0,10.106469212026385,Mazda,Mazda6,2020,6,100000.0,1,2000.0,1,Petrol,Automatic,White,used,1,Mass_Market,Phnom Penh,Tier_1,store,24500.0,0.0,0,0.0,0,14.0,0.0,1,0,2026-08-27 12:19:30.740426+00
13240006,23900.0,10.081675578048475,Mazda,Mazda6,2018,8,100000.0,1,2000.0,1,Petrol,Automatic,White,used,1,Mass_Market,Phnom Penh,Tier_1,store,23900.0,0.0,0,0.0,0,176.6,0.0,0,0,2026-08-26 02:59:17.226902+00
13829085,24900.0,10.122663242288953,Mazda,Mazda6,2020,6,100000.0,1,2000.0,1,Petrol,Automatic,Unknown,used,0,Mass_Market,Phnom Penh,Tier_1,individual,24900.0,0.0,0,0.0,0,21.5,0.0,1,0,2026-08-21 02:53:15.002394+00
13936419,27800.0,10.2328272702548,Mazda,Mazda6,2020,6,100000.0,1,2000.0,1,Petrol,Automatic,White,used,1,Mass_Market,Phnom Penh,Tier_1,store,27800.0,0.0,0,0.0,0,0.0,0.0,0,0,2026-08-27 12:09:52.720943+00
13485993,9800.0,9.19023970026918,Kia,Morning,2016,10,100000.0,1,2000.0,1,Petrol,Automatic,White,used,0,Mass_Market,Phnom Penh,Tier_1,store,9800.0,0.0,0,0.0,0,112.2,0.0,1,0,2026-08-27 12:11:57.966501+00
13797360,5750.0,8.657129031713755,Kia,Morning,2009,17,100000.0,1,2000.0,1,Petrol,Automatic,White,used,1,Mass_Market,Phnom Penh,Tier_1,individual,5750.0,0.0,0,0.0,0,33.0,0.0,0,0,2026-08-24 10:11:10.064377+00
13903214,5000.0,8.517393171418904,Kia,Morning,2008,18,100000.0,1,2000.0,1,Petrol,Automatic,Unknown,used,1,Mass_Market,Phnom Penh,Tier_1,store,5000.0,0.0,0,0.0,0,1.0,0.0,1,0,2026-08-20 08:37:44.216049+00
13936513,12900.0,9.465060106725137,Kia,Morning,2017,9,100000.0,1,2000.0,1,Petrol,Automatic,White,used,0,Mass_Market,Phnom Penh,Tier_1,store,12900.0,0.0,0,0.0,0,0.0,0.0,0,0,2026-08-27 12:07:52.514084+00
13856381,13300.0,9.495594499353297,Kia,Morning,2018,8,100000.0,1,2000.0,1,Petrol,Automatic,Grey,used,0,Mass_Market,Phnom Penh,Tier_1,store,13300.0,0.0,0,0.0,0,20.8,0.0,0,0,2026-08-27 12:14:40.690006+00
13648025,13300.0,9.495594499353297,Kia,Morning,2017,9,100000.0,1,2000.0,1,Petrol,Automatic,Black,used,0,Mass_Market,Phnom Penh,Tier_1,store,13300.0,0.0,0,0.0,0,73.8,0.0,0,0,2026-08-27 12:10:02.149966+00
13895515,5650.0,8.639587799629844,Kia,Morning,2008,18,100000.0,1,2000.0,1,Petrol,Automatic,White,used,1,Mass_Market,Phnom Penh,Tier_1,individual,5650.0,0.0,0,0.0,0,1.7,0.0,0,1,2026-08-19 02:48:14.048782+00
13775424,12000.0,9.392745258631441,Kia,Morning,2017,9,100000.0,1,2000.0,1,Petrol,Automatic,White,used,0,Mass_Market,Phnom Penh,Tier_1,store,12000.0,0.0,0,0.0,0,42.0,0.0,0,0,2026-08-27 12:07:39.713457+00
13737168,11200.0,9.32375833901174,Kia,Morning,2017,9,100000.0,1,2000.0,1,Petrol,Automatic,White,used,1,Mass_Market,Phnom Penh,Tier_1,store,11200.0,0.0,0,0.0,0,43.3,0.0,0,0,2026-08-19 02:48:19.538401+00
